key,alt,answer,audio
一手,"yīshǒu (一手, 一手)","single handedly, alone",top9/309.mp3
中斷,"zhōngduàn (中斷, 中断)","drop, go_off, go off, cut_off, suspend, discontinuance, intermit, discontinue, pause, break_off, terminate, suspension, break off, corrupt, fall_through, break, interrupt, knock off",top9/310.mp3
餵,"wèi (餵, 餵)","salt, feed",top9/311.mp3
懲罰,"chéngfá (懲罰, 惩罚)","punish,  penalize",top9/312.mp3
講解,"jiǎngjiě (講解, 讲解)","explain,  narrate",top9/313.mp3
聽取,"tīngqǔ (聽取, 听取)",listen to,top9/314.mp3
蘇格蘭,"sūgélán (蘇格蘭, 苏格兰)",Scotland,top9/315.mp3
礦工,"kuànggōng (礦工, 矿工)",miner,top9/316.mp3
籌措,"chóucuò (籌措, 筹措)",raise money,top9/317.mp3
舉起,"jǔqǐ (舉起, 举起)","heize, heave, elevate, put_up, wind, put up, lift_up, set up, lift_out, hoist, uphold, hold_up, uprear, hold up, uplift, upraise, uptake, raise_up, raise, pry, rear, lift, erect, upheave, hoise, heft",top9/318.mp3
檳榔,"bīnláng (檳榔, 槟榔)","betel_nut, betel palm, areca, areca_nut, betel nut, pinang, areca nut",top9/319.mp3
畫廊,"huàláng (畫廊, 画廊)","painted corridor,  picture gallery",top9/320.mp3
貨車,"huòchē (貨車, 货车)","goods/freight train/wagon/van/car, truck, lorry",top9/321.mp3
酗酒,"xùjiǔ (酗酒, 酗酒)",drink excessively,top9/322.mp3
無常,"wúcháng (無常, 无常)","impermanent, changeable",top9/323.mp3
發揚,"fāyáng (發揚, 发扬)","develop, carry on, make most of",top9/324.mp3
煩,"fán (煩, 烦)",trouble,top9/325.mp3
感人,"gǎnrén (感人, 感人)","touching, moving",top9/326.mp3
策劃,"cèhuà (策劃, 策划)","plan, plot, engineer",top9/327.mp3
遇上,"yūshàng (遇上, 遇上)",come across,top9/328.mp3
殖民地,"zhímíndì (殖民地, 殖民地)","Colony, plantation, colony, habitation, settlement, colonial",top9/329.mp3
墾丁,"kěndīng (墾丁, 垦丁)",Kenting national park,top9/330.mp3
路段,"lùduàn (路段, 路段)",section of highway/railway,top9/331.mp3
館長,"guǎnzhǎng (館長, 馆长)","director of library, head, director of library/etc. , etc.",top9/332.mp3
童工,"tónggōng (童工, 童工)","child laborer, child labor",top9/333.mp3
嗜好,"shìhào (嗜好, 嗜好)","hobby, addiction, habit",top9/334.mp3
親愛,"qīnài (親愛, 亲爱)","endear, beloved, dear",top9/335.mp3
營利,"yínglì (營利, 营利)",VA4,top9/336.mp3
論點,"lùndiǎn (論點, 论点)","line, question, line of reasoning, argumentation, talking point, logical argument, contention, thesis, argument",top9/337.mp3
獲取,"huòqǔ (獲取, 获取)","derive, obtain, procure, gain, get, liberate, angle, win",top9/338.mp3
編號,"biānhào (編號, 编号)",serial number,top9/339.mp3
獨裁,"dúcái (獨裁, 独裁)","dictatorial, autarchical, despotism, dictatorship",top9/340.mp3
歷史系,"lìshǐxì (歷史系, 历史系)","department of history, Department of History, history department",top9/341.mp3
雌,"cí (雌, 雌)",female,top9/342.mp3
臺南,"táinán (臺南, 台南)",Tainan,top9/343.mp3
著想,"zháoxiǎng (著想, 着想)","consider, take into consideration",top9/344.mp3
祕書,"mìshū (祕書, 祕书)",secretary,top9/345.mp3
送往,"sòngwǎng (送往, 送往)",deliver to,top9/346.mp3
傑作,"jiézuò (傑作, 杰作)","tour de force, masterwork, showpiece, classic, tour_de_force, masterpiece",top9/347.mp3
紛爭,"fēnzhēng (紛爭, 纷争)","odds, affray, trouble, fracas, wrangle, dispute, squall, dispeace, imbroglio, strife, dissension, altercation",top9/348.mp3
途,"tú (途, 途)","road, route, journey, way",top9/349.mp3
參選,"cānxuǎn (參選, 参选)","take part in election, enter election",top9/350.mp3
食用,"shíyòng (食用, 食用)","edible, eat",top9/351.mp3
張貼,"zhāngtiē (張貼, 张贴)",put up poster/etc.,top9/352.mp3
得失,"déshī (得失, 得失)","gains and losses, successes and failures, merits and faults",top9/353.mp3
抽籤,"chōuqiān (抽籤, 抽籤)",draw/cast lots,top9/354.mp3
剝削,"bōxuè (剝削, 剥削)",exploit,top9/355.mp3
服從,"fúcóng (服從, 服从)","obey, submit oneself to, be subordinated to",top9/356.mp3
風行,"fēngxíng (風行, 风行)","be in fashion, be popular",top9/357.mp3
到時候,"dàoshíhòu (到時候, 到时候)","at appointed time, on the occasion",top9/358.mp3
張,"zhāng (張, 张)","stretch, spread, expand, display, set out",top9/359.mp3
現成,"xiànchéng (現成, 现成)",ready made,top9/360.mp3
損壞,"sǔnhuài (損壞, 损坏)","damage, injure",top9/361.mp3
農夫,"nóngfū (農夫, 农夫)",farmer,top9/362.mp3
農藥,"nóngyào (農藥, 农药)","agricultural chemical, pesticide, farm chemical, insecticide, agricultural",top9/363.mp3
登陸,"dēnglù (登陸, 登陆)","land, disembark",top9/364.mp3
剩餘,"shèngyū (剩餘, 剩余)","be left over, leave, remain",top9/365.mp3
假設,"jiǎshè (假設, 假设)",hypothesis,top9/366.mp3
陣容,"zhènróng (陣容, 阵容)","battle array, lineup, disposition",top9/367.mp3
最多,"zuìduō (最多, 最多)",at the most,top9/368.mp3
健行,"jiànxíng (健行, 健行)",hike,top9/369.mp3
莫名其妙,"mòmíngqímiào (莫名其妙, 莫名其妙)","be baffled, without rhyme or reason, inexplicable",top9/370.mp3
侮辱,"wǔrù (侮辱, 侮辱)","insult, humiliate",top9/371.mp3
郵政,"yóuzhèng (郵政, 邮政)","dawk, postal service, dak, mail, postal_service, post, postal",top9/372.mp3
投降,"tóuxiáng (投降, 投降)","surrender, capitulate",top9/373.mp3
振動,"zhèndòng (振動, 振动)","judder, ruffle, vibration, rock, riffle, oscillate, pulse, vibratory, vibrate, flick, flutter, flap, shimmy, pulsate",top9/374.mp3
肥,"féi (肥, 肥)","fertile, fat, fertilize, rich",top9/375.mp3
約談,"yuētán (約談, 约谈)",schedule a meeting,top9/376.mp3
苦難,"kǔnàn (苦難, 苦难)","suffering, misery, distress",top9/377.mp3
省思,"xǐngsī (省思, 省思)",introspect,top9/378.mp3
吃掉,"chīdiào (吃掉, 吃掉)","polish_off, wipe out, annihilate, consume food",top9/379.mp3
沈默,"chénmò (沈默, 沈默)","reticent, taciturn, silent",top9/380.mp3
交流道,"jiāoliúdào (交流道, 交流道)",slip road,top9/381.mp3
好事,"hǎoshì (好事, 好事)","an act of charity, alms, good deed/turn, good turn, good works, turn, good deed",top9/382.mp3
波蘭,"pōlán (波蘭, 波兰)",Poland,top9/383.mp3
因緣,"yīnyuán (因緣, 因缘)","principal and secondary causes, silver dollar, predestined relationship, opportunity, chance",top9/384.mp3
吸血鬼,"xīxiěguǐ (吸血鬼, 吸血鬼)","bloodsucker, lamia, vampire, leech, Dracula",top9/385.mp3
初中,"chūzhōng (初中, 初中)","junior high school, junior_high_school, junior middle school, junior high",top9/386.mp3
為由,"wéiyóu (為由, 为由)",for the reason of...,top9/387.mp3
烈酒,"lièjiǔ (烈酒, 烈酒)","strong drink, hard drink, grog, tipple, aqua vitae, firewater, poison, spirits, tanglefoot, rozener, John Barleycorn, hard liquor, hooch, tangle legs, short, spirit, ardent_spirits, strong_drink, knockdown, ardent spirits, liquor, booze, hard_drink, eyewater",top9/388.mp3
沼澤,"zhǎozé (沼澤, 沼泽)","sump, cienaga, curragh, marshland, moss, vlaie, peat bog, morass, moorland, fen, slough, bog, fenland, marish, swamp, marsh, mere, moor",top9/389.mp3
計算機,"jìsuànjī (計算機, 计算机)","counter, arithmometer, calculating machine, calculating_machine, computer, calculator",top9/390.mp3
揮,"huī (揮, 挥)","brandish, wipe off/away, command an army , scatter, disperse, squander money/etc.",top9/391.mp3
陌生人,"mòshēngrén (陌生人, 陌生人)","unco, alien, stranger, outcomer, outlander, foreigner, unknown",top9/392.mp3
香檳,"xiāngbīn (香檳, 香槟)","Champagne, champagne",top9/393.mp3
枕頭,"zhěntou (枕頭, 枕头)",pillow,top9/394.mp3
飛翔,"fēixiáng (飛翔, 飞翔)","wheel, circle in the air, hover, fly",top9/395.mp3
首相,"shǒuxiàng (首相, 首相)",prime minister,top9/396.mp3
分擔,"fēndān (分擔, 分担)",share responsibility for,top9/397.mp3
反觀,"fǎnguān (反觀, 反观)","look_back, look at sth. from different aspect",top9/398.mp3
功利,"gōnglì (功利, 功利)","utility, material gain",top9/399.mp3
分,"fēn (分, 分)","distribute, allot",top9/400.mp3
人世,"rénshì (人世, 人世)","the human world, human world",top9/401.mp3
巨,"jù (巨, 巨)","huge, gigantic",top9/402.mp3
考核,"kǎohé (考核, 考核)",examination,top9/403.mp3
本領,"běnlǐng (本領, 本领)","address, proficiency, skill, knack, ability, capability, flair",top9/404.mp3
生育,"shēngyū (生育, 生育)","give birth to, bear",top9/405.mp3
天命,"tiānmìng (天命, 天命)","Destiny, dispensation, destiny, vocation, the mandate of heaven, kismet, Fate, mandate of heaven, manifest destiny, fate, God's will",top9/406.mp3
田園,"tiányuán (田園, 田园)","pastoral, fields and gardens, homestead, countryside, geoponics",top9/407.mp3
公務,"gōngwù (公務, 公务)","public service, public affairs, official business",top9/408.mp3
公債,"gōngzhài (公債, 公债)","government_bond, Treasury bond, government bond, fund, public loan, security, loan, government loan",top9/409.mp3
月球,"yuèqiú (月球, 月球)","luminary, moon",top9/410.mp3
太陽能,"tàiyángnéng (太陽能, 太阳能)","solar_energy, solar power, solar_power, solar energy",top9/411.mp3
縮減,"suōjiǎn (縮減, 缩减)","reduce,  cut",top9/412.mp3
鍵,"jiàn (鍵, 键)","key of piano/computer/etc. ,  bond,  bolt of door",top9/413.mp3
覺,"jiào (覺, 觉)",sleeping,top9/414.mp3
鎮壓,"zhènyā (鎮壓, 镇压)","suppress,  repress,  put down,  execute counterrevolutionary",top9/415.mp3
灌輸,"guànshū (灌輸, 灌输)","instill into,  imbue with,  teach,  impart",top9/416.mp3
大規模,"dàguīmó (大規模, 大规模)","large handed, on large scale, largely",top9/417.mp3
大街,"dàjiē (大街, 大街)","calzada, thoroughfare, prado, avenue, high street, boulevard, street, main street",top9/418.mp3
共產,"gòngchǎn (共產, 共产)",communist,top9/419.mp3
回教,"huíjiào (回教, 回教)","Moslemism, Islam, Mohammedanism, Islamism",top9/420.mp3
心智,"xīnzhì (心智, 心智)","intelligence, psyche, mental, wit, mental capacity, brain, mentality, wisdom, learning ability, brainpower",top9/421.mp3
下手,"xiàshǒu (下手, 下手)","put one's hand to, start, set about, set to,  start",top9/422.mp3
大夥,"dàhuǒ (大夥, 大伙)","us, we, we all, everyone",top9/423.mp3
出海,"chūhǎi (出海, 出海)","outstand, go to or put out to sea, put out to sea, go to sea",top9/424.mp3
打斷,"dǎduàn (打斷, 打断)","fragment, disrupt, desist_from, cut_off, put_in, cut off, put in, discontinue, break up, cut short, barge in, punctuate, chime in, break_in, break in, butt in, interruption, burst_in_on, interpellate, cut in, break, interrupt",top9/425.mp3
大大小小,"dàdàxiǎoxiǎo (大大小小, 大大小小)","all sorts/kinds, various",top9/426.mp3
天色,"tiānsè (天色, 天色)","sky, time of day, color of sky, weather",top9/427.mp3
滴,"dī (滴, 滴)",m.[general],top9/428.mp3
歌壇,"gētán (歌壇, 歌坛)",vocal circle/group,top9/429.mp3
頑皮,"wánpí (頑皮, 顽皮)","naughty, mischievous",top9/430.mp3
歌舞,"gēwǔ (歌舞, 歌舞)",song and dance,top9/431.mp3
綿延,"miányán (綿延, 绵延)","continuing, be continuous, stretch long and unbroken",top9/432.mp3
適宜,"shìyí (適宜, 适宜)","fit, accommodate, befit, suitable, suit, appropriate",top9/433.mp3
精進,"jīngjìn (精進, 精进)","energetic, aggressive, enterprising",top9/434.mp3
節慶,"jiéqìng (節慶, 节庆)","fete, fiesta, feast, festival",top9/435.mp3
喜好,"xǐhào (喜好, 喜好)","like, love, be fond of",top9/436.mp3
悶,"mēn (悶, 闷)","shut indoors, seal, stuffy, shut oneself or sb. indoors, muffled of sound , in low spirits, bored, cover tightly, frowsty",top9/437.mp3
搜集,"sōují (搜集, 搜集)","glean, conglomerate, pile up, amass, gather, accumulate, collect, cumulate, collection, gathering",top9/438.mp3
湖南,"húnán (湖南, 湖南)",Hunan province,top9/439.mp3
撿,"jiǎn (撿, 捡)","pick up, collect, gather",top9/440.mp3
切入,"qiērù (切入, 切入)",incise,top9/441.mp3
民選,"mínxuǎn (民選, 民选)","elected by the people, popularly elected",top9/442.mp3
人行道,"rénxíngdào (人行道, 人行道)","path, pavement, sidewalk, footpath, banquette, paseo, footway, walkway, trottoir, sideway, causeway, walk",top9/443.mp3
戰士,"zhànshì (戰士, 战士)","man, belligerent, fighter, scrapper, gladiator, champion, paladin, soldier, warrior, hero, battler, combatant",top9/444.mp3
樂於,"lèyú (樂於, 乐于)","indulge, delight, be happy to, take delight in",top9/445.mp3
濕地,"shīdì (濕地, 湿地)","peat bog, fen, bog, marshland, fenland, dismal, marsh, swamp, quag, wash, swale, everglade, wetland",top9/446.mp3
視線,"shìxiàn (視線, 视线)","line of sight, view, line of vision, sight, line_of_vision, line_of_sight",top9/447.mp3
製作人,"zhìzuórén (製作人, 制作人)","producer, manager",top9/448.mp3
營地,"yíngdì (營地, 营地)","encampment, post, camp, cantonment, bivouac, summer camp, campsite, camping ground, camping site, camping area, campground",top9/449.mp3
糊塗,"hútú (糊塗, 糊涂)","muddled, confused, thoughtless, slipshod",top9/450.mp3
慕尼黑,"mùníhēi (慕尼黑, 慕尼黑)",Munich,top9/451.mp3
賣出,"màichū (賣出, 卖出)",actually sell,top9/452.mp3
閩南語,"mǐnnányǔ (閩南語, 闽南语)",Southern Fujian topolect,top9/453.mp3
存活,"cúnhuó (存活, 存活)",survive,top9/454.mp3
博物院,"bówùyuàn (博物院, 博物院)",museum,top9/455.mp3
孤立,"gūlì (孤立, 孤立)",isolated,top9/456.mp3
奉,"fèng (奉, 奉)","give,  present,  receive,  esteem,  revere,  respect,  believe in,  wait upon,  attend to,  have the honor to",top9/457.mp3
交錯,"jiāocuò (交錯, 交错)","intersect, interlace, interlock, intertwine, counterchange, crisscross",top9/458.mp3
刻板,"kèbǎn (刻板, 刻板)","cut blocks for printing, inflexible, stiff, mechanical",top9/459.mp3
征服,"zhēngfú (征服, 征服)","break_through, subjugate, reduce, subdue, conquest, subjugation, subject, prostrate, vanquish, devastate, dragoon, master, conquer, overmaster, overcome",top9/460.mp3
受益,"shòuyì (受益, 受益)","be benefited, profit by, benefit, do good, benefit from",top9/461.mp3
車行,"chēháng (車行, 车行)","place for buying and hiring carts, garage",top9/462.mp3
合辦,"hébàn (合辦, 合办)","run jointly, operate jointly, run cooperatively",top9/463.mp3
光緒,"guāngxù (光緒, 光绪)","Guangxu 1875 1908 , Guangxu reign period",top9/464.mp3
成形,"chéngxíng (成形, 成形)","jell, take shape, hew, form, shape, shaping, forming",top9/465.mp3
多方,"duōfāng (多方, 多方)","in many ways, in every way",top9/466.mp3
每隔,"měigé (每隔, 每隔)","at a distance from, after an interval of",top9/467.mp3
羽球,"yǔqiú (羽球, 羽球)","badminton, shuttlecock",top9/468.mp3
強壯,"qiángzhuàng (強壯, 强壮)","strong, sturdy",top9/469.mp3
悠閒,"yōuxián (悠閒, 悠閒)",leisurely and carefree,top9/470.mp3
追問,"zhuīwèn (追問, 追问)",question/examine minutely,top9/471.mp3
通往,"tōngwǎng (通往, 通往)",lead/go to,top9/472.mp3
密碼,"mìmǎ (密碼, 密码)",cipher/secret code,top9/473.mp3
前所未有,"qiánsuǒwèiyǒu (前所未有, 前所未有)","unprecedented, hitherto unknown",top9/474.mp3
為首,"wéishǒu (為首, 为首)","head up, head, be headed by, serve as the leader",top9/475.mp3
眉,"méi (眉, 眉)","vallum, brow, eyebrow, the top margin of a page, supercilium, top margin of page",top9/476.mp3
強制,"qiángzhì (強制, 强制)",obligatorily,top9/477.mp3
匯集,"huìjí (匯集, 汇集)","collect, compile, come together, converge, assemble",top9/478.mp3
看病,"kànbìng (看病, 看病)","consult a doctor, see a doctor, see doctor, see a patient, see patient",top9/479.mp3
國文,"guówén (國文, 国文)","written national language, national language and literature, Ch. literature",top9/480.mp3
笛子,"dízi5 (笛子, 笛子)","fife, flute, bamboo flute",top9/481.mp3
執法,"zhífǎ (執法, 执法)",enforce law,top9/482.mp3
處理器,"chǔlǐqì (處理器, 处理器)",processor,top9/483.mp3
蚊,"wén (蚊, 蚊)",mosquito,top9/484.mp3
堆積,"duījī (堆積, 堆积)",heap/pile up,top9/485.mp3
許許多多,"xǔxǔduōduō (許許多多, 许许多多)","det.: many, much, a lot of",top9/486.mp3
侵入,"qīnrù (侵入, 侵入)","invade, intrude into",top9/487.mp3
商用,"shāngyòng (商用, 商用)",for business use,top9/488.mp3
原油,"yuányóu (原油, 原油)","crude_oil, crude, crude oil , crude oil",top9/489.mp3
註明,"zhùmíng (註明, 注明)",indicate/note clearly,top9/490.mp3
悲傷,"bēishāng (悲傷, 悲伤)","sad, sorrowful",top9/491.mp3
性命,"xìngmìng (性命, 性命)",life,top9/492.mp3
自此,"zìcǐ (自此, 自此)",since then,top9/493.mp3
串,"chuàn (串, 串)",m.[general],top9/494.mp3
估算,"gūsuàn (估算, 估算)","estimate, reckon, appraise, calculate roughly",top9/495.mp3
立志,"lìzhì (立志, 立志)","resolve, be determined",top9/496.mp3
育樂,"yūlè (育樂, 育乐)",education and entertainment,top9/497.mp3
安全感,"ānquángǎn (安全感, 安全感)",sense of security,top9/498.mp3
吃力,"chīlì (吃力, 吃力)","entail strenuous effort, be a strain",top9/499.mp3
西南,"xīnán (西南, 西南)","sou' west, SW, southwest, Southwest China, southwestward, the Southwest",top9/500.mp3
呵,"hē (呵, 呵)","ah, oh",top9/501.mp3
村落,"cūnluò (村落, 村落)","village, dorp, hamlet",top9/502.mp3
佣金,"yōngjīn (佣金, 佣金)","middleman's fee, brokerage, commission, procuration, rake off, poundage, brokage, kickback",top9/503.mp3
肥料,"féiliào (肥料, 肥料)","fecundation, soil, fertilization, dung, dressing, manure, fertilizer",top9/504.mp3
重現,"chóngxiàn (重現, 重现)",reappear,top9/505.mp3
保全,"bǎoquán (保全, 保全)","keep safe, preserve, maintain",top9/506.mp3
爭相,"zhēngxiāng (爭相, 争相)",vie with each other,top9/507.mp3
原告,"yuángào (原告, 原告)","suitor, claimant, libelee, libelant, complainant, demandant, petitioner, pursuer, complaint, accuser, plaintiff, prosecutor, procecutor, relator, claimer",top9/508.mp3
跟進,"gēnjìn (跟進, 跟进)",follow in wake of,top9/509.mp3
芭蕾,"bālěi (芭蕾, 芭蕾)",ballet,top9/510.mp3
重覆,"chóngfù (重覆, 重复)","duplicate, recurrent, ditto, repeat",top9/511.mp3
砂石,"shāshí (砂石, 砂石)",sandstone,top9/512.mp3
直線,"zhíxiàn (直線, 直线)","straight_line, airline, straight, straight line, beeline",top9/513.mp3
根據,"gēnjù (根據, 根据)","basis, grounds, foundation",top9/514.mp3
研習會,"yánxíhuì (研習會, 研习会)","workshop, seminar",top9/515.mp3
上前,"shàngqián (上前, 上前)","approach, go forward, come forward, come_forward, come",top9/516.mp3
不准,"bùzhǔn (不准, 不准)",deny,top9/517.mp3
中鋒,"zhōngfēng (中鋒, 中锋)","center basketball , centre, center forward, center forward football",top9/518.mp3
市議員,"shìyìyuán (市議員, 市议员)",city councilor,top9/519.mp3
包圍,"bāowéi (包圍, 包围)","surround, encircle",top9/520.mp3
甘肅,"gānsù (甘肅, 甘肃)","Kansu, Gansu, Gansu province",top9/521.mp3
木頭,"mùtóu (木頭, 木头)","wood, log, timber",top9/522.mp3
大三,"dàsān (大三, 大三)","third year class, upper class",top9/523.mp3
下水道,"xiàshuǐdào (下水道, 下水道)","sump, drainage_system, sewer, sewerage, culvert, cloaca, drainage, drainage system, sink, cesspit, cesspool, drain",top9/524.mp3
奴隸,"núlì (奴隸, 奴隶)","vassal, servant, Helot, serf, helot, chattel, thrall, slave, bondslave, bondservant, Mameluke, bondman, bond servant, minion, bondsman",top9/525.mp3
不忘,"búwàng (不忘, 不忘)","remember, bear in mind",top9/526.mp3
充當,"chōngdāng (充當, 充当)","act_as, play the role of, allot, play the part of, act as, serve, serve/act as, serve as",top9/527.mp3
僑生,"shēng (僑生, 侨生)",overseas Ch. students in China,top9/528.mp3
右邊,"yòubiān (右邊, 右边)","right hand side, the right",top9/529.mp3
屢,"lǔ (屢, 屡)","over and over again, again and again, repeatedly, over and over, time and again, frequently, time_and_again, time and time again",top9/530.mp3
未免,"wèimiǎn (未免, 未免)","rather, truly, inevitably",top9/531.mp3
大理石,"dàlǐshí (大理石, 大理石)",marble,top9/532.mp3
人質,"rénzhí (人質, 人质)","surety, pawn, hostage",top9/533.mp3
回饋,"huíkuì (回饋, 回馈)",feedback,top9/534.mp3
打聽,"dǎtīng (打聽, 打听)","ask about, check_up_on, snoop, inquire/ask about, pry, inquire, find_out, seek, inquire about",top9/535.mp3
人影,"rényǐng (人影, 人影)","figure, sign of human presence, human shadow",top9/536.mp3
丈,"zhàng (丈, 丈)","male elder relative, a form of address for certain male relatives by ma, m.[standard], , male elder person, male elder relative/person",top9/537.mp3
山洞,"shāndòng (山洞, 山洞)","cave, cavern",top9/538.mp3
護,"hù (護, 护)","protect,  guard,  be partial to,  shield,  cover",top9/539.mp3
鴿子,"gēzi5 (鴿子, 鸽子)","<Nab> pigeon,  dove",top9/540.mp3
蹤跡,"zōngjī (蹤跡, 踪迹)","slot, track, footprint, scent, trace, trail",top9/541.mp3
全國性,"quánguóxìng (全國性, 全国性)","nationwide, countrywide, national",top9/542.mp3
單調,"dāndiào (單調, 单调)","monotonous, dull, drab, boring",top9/543.mp3
微妙,"wéimiào (微妙, 微妙)","delicate, subtle",top9/544.mp3
圍繞,"wéirào (圍繞, 围绕)","move around, center on, revolve around",top9/545.mp3
景致,"jǐngzhì (景致, 景致)","view, aspect, prospect, scene, scenery, vista, panorama",top9/546.mp3
來往,"láiwǎng (來往, 来往)",come and go,top9/547.mp3
絲,"sī (絲, 丝)","silk, threadlike thing, tiny bit, trace",top9/548.mp3
自信心,"zìxìnxīn (自信心, 自信心)",self confidence,top9/549.mp3
新奇,"xīnqí (新奇, 新奇)","novel, newfangled, new, strange",top9/550.mp3
無用,"wúyòng (無用, 无用)","wasted, useless",top9/551.mp3
過境,"guòjìng (過境, 过境)","be in transit, pass through the territory of a country, be in transit international travel , pass through a country's territory",top9/552.mp3
飽受,"bǎoshòu (飽受, 饱受)","suffer enough from, have one's fill of, be subject to, endure one's fill of, endure one's fill of hardship",top9/553.mp3
網絡,"wǎngluò (網絡, 网络)","meshwork, net, network, mesh, reticulation",top9/554.mp3
著稱,"zhùchēng (著稱, 著称)",be widely known as,top9/555.mp3
寫照,"xiězhào (寫照, 写照)","portraying, portrayal, depicting, representation, mirror, depiction, portraiture",top9/556.mp3
惡,"è (惡, 恶)",evil,top9/557.mp3
督促,"dūcù (督促, 督促)",supervise and urge,top9/558.mp3
感嘆,"gǎntàn (感嘆, 感叹)","sigh, exclaim",top9/559.mp3
源頭,"yuántóu (源頭, 源头)","origin, wellspring, springhead, beginning, spring, well, fountainhead, root, source",top9/560.mp3
壺,"hú (壺, 壶)","kettle, pot, bottle, flask",top9/561.mp3
暫,"zhàn (暫, 暂)",temporary,top9/562.mp3
標示,"biāoshì (標示, 标示)","designate, highlight",top9/563.mp3
錢,"qián (錢, 钱)",Surname,top9/564.mp3
零組件,"língzǔjiàn (零組件, 零组件)","spare parts, spares, components",top9/565.mp3
盡頭,"jìntóu (盡頭, 尽头)","vanishing_point, side, dead_end, vanishing point, end, nonplus, impasse, extremity",top9/566.mp3
語言學,"yǔyánxué (語言學, 语言学)","phonology, language, glossology, language learning, linguistic, philology, linguistics",top9/567.mp3
普渡,"pǔdù (普渡, 普渡)",save all beings,top9/568.mp3
好奇心,"hàoqíxīn (好奇心, 好奇心)",curiosity,top9/569.mp3
來自於,"láizìyú (來自於, 来自于)","originate in, originate from, stem, come",top9/570.mp3
走動,"zǒudòng (走動, 走动)","stump, visit each other, stretch one's legs, slope, ambulate, go, walk about, get around, navigate, get about",top9/571.mp3
諒解,"liàngjiě (諒解, 谅解)","understand, make allowance for",top9/572.mp3
飲,"yǐn (飲, 饮)","drink, swallow insults/etc. , be hit by bullet/etc.",top9/573.mp3
天皇,"tiānhuáng (天皇, 天皇)","the emperor of Japan, emperor, Mikado, mikado, emperor of Japan",top9/574.mp3
儘,"jǐn (儘, 尽)","to the greatest extent, utmost",top9/575.mp3
蒙,"méng (蒙, 蒙)",cover,top9/576.mp3
辣,"là (辣, 辣)","sharp, spicy, biting of smell/taste , sharp, spicy, biting of smell/taste",top9/577.mp3
慚愧,"cánkuì (慚愧, 惭愧)","be ashamed, ashamed, blush",top9/578.mp3
榕樹,"róngshù (榕樹, 榕树)",small fruited fig/banyan tree,top9/579.mp3
模組,"mózǔ (模組, 模组)",module,top9/580.mp3
山丘,"shānqiū (山丘, 山丘)","hummock, height, eminence, swelling, hill, tomb, hillock",top9/581.mp3
團圓,"tuányuán (團圓, 团圆)",reunion,top9/582.mp3
代表會,"dàibiǎohuì (代表會, 代表会)",congress,top9/583.mp3
燃料,"ránliào (燃料, 燃料)","combustible, firing, fuel, elding, fueling, combustible material",top9/584.mp3
歌仔戲,"gēzǎixì (歌仔戲, 歌仔戏)",Taiwan regional opera,top9/585.mp3
憲政,"xiànzhèng (憲政, 宪政)","constitutional government, constitutionalism",top9/586.mp3
夢幻,"mènghuàn (夢幻, 梦幻)","chimera, languor, reverie, dreaminess, pipe_dream, dream, illusion, dreaming, translunary, somnolence",top9/587.mp3
滑水,"huáshuǐ (滑水, 滑水)",water ski,top9/588.mp3
結盟,"jiéméng (結盟, 结盟)","form alliance, ally, align",top9/589.mp3
舅舅,"jiùjiù (舅舅, 舅舅)","mother's brother, uncle",top9/590.mp3
圓形,"yuánxíng (圓形, 圆形)","circular, roundness, rondure, rotundity, round, circularity, wreath, circular shape",top9/591.mp3
欠,"qiàn (欠, 欠)","yawn, be short of, lack, aught, wanting, slightly raise one's body, be not enough, raise slightly, lacking, owe, be behind with",top9/592.mp3
倡導,"chàngdǎo (倡導, 倡导)","lead, initiate, introduce, proposal, initiation, propose",top9/593.mp3
繩子,"shéngzi5 (繩子, 绳子)","rope,  string",top9/594.mp3
覺悟,"juéwù (覺悟, 觉悟)","come to understand,  realize",top9/595.mp3
讚賞,"zànshǎng (讚賞, 赞赏)","applaud,  praise,  appreciate",top9/596.mp3
額度,"édù (額度, 额度)","volume, limit",top9/597.mp3
藝品,"yìpǐn (藝品, 艺品)",work of art,top9/598.mp3
分泌,"fēnmì (分泌, 分泌)",secrete,top9/599.mp3
上方,"shàngfāng (上方, 上方)","surface of, upward, upwards, above, on top, upper",top9/600.mp3
王朝,"wángcháo (王朝, 王朝)","reign, imperial court, dynasty, royal court, dynastic, imperial/royal court, imperial",top9/601.mp3
北上,"běishàng (北上, 北上)",proceed/go northward,top9/602.mp3
不自覺,"búzìjué (不自覺, 不自觉)",be not conscious/aware,top9/603.mp3
由來,"yóulái (由來, 由来)","filiation, origin, pedigree, derivation, cause, causal agent, whence, causal agency",top9/604.mp3
主計處,"zhǔjìchù (主計處, 主计处)",Budget Accounting Statistics,top9/605.mp3
日夜,"rìyè (日夜, 日夜)",day and night,top9/606.mp3
不盡,"bújìn (不盡, 不尽)",not quite so,top9/607.mp3
只不過,"zhǐbúguò (只不過, 只不过)","only, just, merely",top9/608.mp3
外圍,"wàiwéi (外圍, 外围)","circumference, margin, periphery",top9/609.mp3
少爺,"shàoyé (少爺, 少爷)","childe, young master of the house, young son, child, Signorino, your son",top9/610.mp3
美滿,"měimǎn (美滿, 美满)","happy, harmonious of a family",top9/611.mp3
偏好,"piānhào (偏好, 偏好)",be partial to sth.,top9/612.mp3
